image,config,CL,Q_BRISQUE,Q_NIQE
015.png,Full (DT--QAT),6.219002216036499,24.63134765625,3.06170338675672
016.png,w/o Rich teacher,6.719640033381728,28.7049560546875,2.9353923932609987
016.png,w/o trajectory selection,8.418818302277492,28.102783203125,2.91214545264827
016.png,w/o QAT (post-quant),10.60884551333816,27.7850341796875,2.9118606209264373
016.png,Full (DT--QAT),8.327958298457471,28.15301513671875,2.914832038264199
017.png,w/o Rich teacher,6.733549703821016,29.41058349609375,2.9929594467457665
017.png,w/o trajectory selection,6.842601415458394,29.3577880859375,2.9859167322345628
017.png,w/o QAT (post-quant),7.440147400541283,29.443603515625,2.9955573509811093
017.png,Full (DT--QAT),6.951788570823426,29.3828125,2.9960643167412058
018.png,w/o Rich teacher,4.425765810963096,31.39288330078125,3.198757032184157
018.png,w/o trajectory selection,3.6231442431871836,31.3087158203125,3.248108273573276
018.png,w/o QAT (post-quant),4.186620556035015,31.37628173828125,3.2133689265357135
018.png,Full (DT--QAT),5.004407706186593,31.51055908203125,3.179698129992168
019.png,w/o Rich teacher,0.1,33.00848388671875,4.397745286104894
019.png,w/o trajectory selection,0.1,33.00848388671875,4.397745286104894
019.png,w/o QAT (post-quant),2.030259022087559,21.03076171875,3.2967984702081248
019.png,Full (DT--QAT),1.9077596147788334,21.2523193359375,3.3478176983653274
020.png,w/o Rich teacher,3.459290988518,19.20550537109375,3.513274709866692
020.png,w/o trajectory selection,0.1,37.123046875,5.104454742397136
020.png,w/o QAT (post-quant),1.4965975934367688,23.12896728515625,3.987335668449411
020.png,Full (DT--QAT),2.7328100077472075,19.7088623046875,3.488939530088216
021.png,w/o Rich teacher,7.838439447845489,20.88153076171875,3.015419658031372
021.png,w/o trajectory selection,5.992976160448134,21.03106689453125,3.058125716030317
021.png,w/o QAT (post-quant),12.161623579958675,20.8594970703125,3.0292675731099807
021.png,Full (DT--QAT),8.423264754105652,20.91815185546875,3.0186325693836804
022.png,w/o Rich teacher,1.835913999046292,30.49481201171875,3.36138285163905
022.png,w/o trajectory selection,2.7665036778736325,28.6513671875,3.2019488855868934
022.png,w/o QAT (post-quant),0.1,40.752685546875,4.24258220517474
022.png,Full (DT--QAT),0.1,40.752685546875,4.24258220517474
023.png,w/o Rich teacher,2.5006407841186737,23.7657470703125,3.8112362973742377
023.png,w/o trajectory selection,3.5140755442473823,22.07623291015625,3.5800937404984587
023.png,w/o QAT (post-quant),3.7537048124600343,21.7501220703125,3.528741267619349
023.png,Full (DT--QAT),3.984468051984221,21.42144775390625,3.5111896662585673
024.png,w/o Rich teacher,5.299017543316954,23.3427734375,3.3005794073759476
024.png,w/o trajectory selection,4.517581566239618,23.22955322265625,3.3473420278653547
